common_id	label	type	code0	code1	code2	code3	name0	name1	name2	name3	type_label
16577	自己免疫性脳症	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 自己免疫性脳症
16578	脳神経損傷	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 脳神経損傷
16579	治療変更	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 治療変更
16580	遠隔転移を伴う胆嚢癌	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 遠隔転移を伴う胆嚢癌
16581	アルコール乱用	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 アルコール乱用
16582	先天性全身性リポジストロフィー	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 先天性全身性リポジストロフィー
16583	ワルデンストローム・マクログロブリン血症	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 ワルデンストローム・マクログロブリン血症
16584	結腸新生物	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 結腸新生物
16585	高ホモシステイン血症	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 高ホモシステイン血症
16586	ナルコレプシー	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 ナルコレプシー
16587	ワクチン接種後症候群	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 ワクチン接種後症候群
16588	尿中遊離コルチゾール増加	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 尿中遊離コルチゾール増加
16589	杆状核好中球数減少	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 杆状核好中球数減少
16590	非感染性膀胱炎	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 非感染性膀胱炎
16591	下垂体の悪性腫瘍	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 下垂体の悪性腫瘍
16592	ワクチン接種部位蜂巣炎	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 ワクチン接種部位蜂巣炎
16593	骨変形	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 骨変形
16594	仮性球麻痺	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 仮性球麻痺
16595	神経圧迫	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 神経圧迫
16596	角膜血管新生	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 角膜血管新生
16597	覚醒時幻覚	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 覚醒時幻覚
16598	小細胞癌	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 小細胞癌
16599	脈絡網膜障害	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 脈絡網膜障害
16600	瞳孔偏位	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 瞳孔偏位
16601	膵酵素検査異常	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 膵酵素検査異常
16602	くも膜下血腫	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 くも膜下血腫
16603	リンパ腫の転化	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 リンパ腫の転化
16604	神経梅毒	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 神経梅毒
16605	耳垢分泌過多	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 耳垢分泌過多
16606	無機質欠乏	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 無機質欠乏
16607	産褥期発熱	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 産褥期発熱
16608	自己免疫性網膜症	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 自己免疫性網膜症
16609	急性帯状潜在性網膜外層症	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 急性帯状潜在性網膜外層症
16610	先行疾患	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 先行疾患
16611	四肢拘縮	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 四肢拘縮
16612	腰仙部神経根障害	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 腰仙部神経根障害
16613	腫瘍の潰瘍形成	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 腫瘍の潰瘍形成
16614	気管損傷	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 気管損傷
16615	縦隔新生物	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 縦隔新生物
16616	創傷汚染	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 創傷汚染
16617	慢性チック障害	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 慢性チック障害
16618	ジルベール症候群	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 ジルベール症候群
16619	白日夢	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 白日夢
16620	アプガールスコア異常	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 アプガールスコア異常
16621	プロテウス感染	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 プロテウス感染
16622	抗筋特異的キナーゼ抗体陽性	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 抗筋特異的キナーゼ抗体陽性
16623	マイコバクテリウム・カンサシイ感染	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 マイコバクテリウム・カンサシイ感染
16624	遷延分娩	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 遷延分娩
16625	筋緊張低下児	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 筋緊張低下児
16626	好中球性柵状肉芽腫性皮膚炎	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 好中球性柵状肉芽腫性皮膚炎
16627	膵管狭窄	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 膵管狭窄
16628	神経学的検査異常	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 神経学的検査異常
16629	血中ナトリウム異常	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 血中ナトリウム異常
16630	血中クロム	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 血中クロム
16631	血中カルシウム異常	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 血中カルシウム異常
16632	輸血後紫斑病	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 輸血後紫斑病
16633	感染性舌炎	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 感染性舌炎
16634	毛様体障害	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 毛様体障害
16635	心筋ストレイン	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 心筋ストレイン
16636	埋込み部位石灰化	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 埋込み部位石灰化
16637	ワクチン接種部位内出血	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 ワクチン接種部位内出血
16638	胆嚢浮腫	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 胆嚢浮腫
16639	陰茎紅斑	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 陰茎紅斑
16640	びくびく感	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 びくびく感
16641	副作用	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 副作用
16642	遠隔転移を伴う悪性黒色腫	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 遠隔転移を伴う悪性黒色腫
16643	ＳＬＥ関節炎	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 ＳＬＥ関節炎
16644	食道壁内血腫	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 食道壁内血腫
16645	帽状腱膜下血腫	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 帽状腱膜下血腫
16646	早朝覚醒型不眠症	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 早朝覚醒型不眠症
16647	運動不足	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 運動不足
16648	痔核手術	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 痔核手術
16649	精巣悪性奇形腫	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 精巣悪性奇形腫
16650	処置後血尿	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 処置後血尿
16651	グロブリン減少	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 グロブリン減少
16652	臍帯炎	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 臍帯炎
16653	特発性脳脊髄液漏出症候群	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 特発性脳脊髄液漏出症候群
16654	共有精神病性障害	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 共有精神病性障害
16655	爪先歩行	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 爪先歩行
16656	線維性骨皮質欠損	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 線維性骨皮質欠損
16657	末梢動脈狭窄	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 末梢動脈狭窄
16658	卵巣静脈血栓症	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 卵巣静脈血栓症
16659	門脈狭窄	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 門脈狭窄
16660	線維肉腫	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 線維肉腫
16661	慢性再発性多発性骨髄炎	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 慢性再発性多発性骨髄炎
16662	ケロイド瘢痕	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 ケロイド瘢痕
16663	低カルシウム血症性痙攣	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 低カルシウム血症性痙攣
16664	虚血性腎症	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 虚血性腎症
16665	心電図ＲＲ間隔延長	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 心電図ＲＲ間隔延長
16666	精巣肥大	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 精巣肥大
16667	精巣不快感	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 精巣不快感
16668	血中甲状腺刺激ホルモン	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 血中甲状腺刺激ホルモン
16669	気管カンジダ症	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 気管カンジダ症
16670	サイトメガロウイルス性脊髄髄膜神経根炎	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 サイトメガロウイルス性脊髄髄膜神経根炎
16671	血中ＨＩＶ－ＲＮＡ増加	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 血中ＨＩＶ－ＲＮＡ増加
16672	末梢血行再建	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 末梢血行再建
16673	胆管吻合合併症	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 胆管吻合合併症
16674	老人性難聴	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 老人性難聴
16675	中枢神経系真菌感染	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 中枢神経系真菌感染
16676	中枢神経系ウイルス感染	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 中枢神経系ウイルス感染
16677	尾部退行症候群	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 尾部退行症候群
16678	皮膚灼熱感	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 皮膚灼熱感
16679	脳圧迫	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 脳圧迫
16680	変色吐物	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 変色吐物
16681	中咽頭癌	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 中咽頭癌
16682	クラミジア性尿道炎	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 クラミジア性尿道炎
16683	ボディ・マス・インデックス増加	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 ボディ・マス・インデックス増加
16684	検査異常	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 検査異常
16685	正常値を下回る身長	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 正常値を下回る身長
16686	心膜新生物	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 心膜新生物
16687	学習障害	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 学習障害
16688	歯原性嚢胞	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 歯原性嚢胞
16689	膵胆管合流異常	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 膵胆管合流異常
16690	感染性静脈瘤	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 感染性静脈瘤
16691	腎細胞癌第１期	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 腎細胞癌第１期
16692	胃腸異形成	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 胃腸異形成
16693	胃腸管血管異形成	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 胃腸管血管異形成
16694	ＰＦＡＰＡ症候群	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 ＰＦＡＰＡ症候群
16695	硝子体黄斑界面異常	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 硝子体黄斑界面異常
16696	子宮頚部癌第２期	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 子宮頚部癌第２期
16697	安静時呼吸困難	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 安静時呼吸困難
16698	軟骨損傷	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 軟骨損傷
16699	レンサ球菌性尿路感染	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 レンサ球菌性尿路感染
16700	腸骨動脈解離	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 腸骨動脈解離
16701	膿瘍破裂	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 膿瘍破裂
16702	シャント瘤	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 シャント瘤
16703	網膜滲出斑	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 網膜滲出斑
16704	心電図ＳＴ部分異常	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 心電図ＳＴ部分異常
16705	動脈壊死	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 動脈壊死
16706	無胎芽妊娠	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 無胎芽妊娠
16707	外陰部パジェット病	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 外陰部パジェット病
16708	エストラジオール増加	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 エストラジオール増加
16709	高リン酸尿症	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 高リン酸尿症
16710	頚動脈疾患	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 頚動脈疾患
16711	Ｂ細胞性リンパ腫第４期	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 Ｂ細胞性リンパ腫第４期
16712	静脈周囲炎	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 静脈周囲炎
16713	慢性疲労症候群	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 慢性疲労症候群
16714	カテーテル留置	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 カテーテル留置
16715	卵管水腫	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 卵管水腫
16716	遠隔転移を伴う甲状腺癌	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 遠隔転移を伴う甲状腺癌
16717	感覚神経節炎	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 感覚神経節炎
16718	アセトン血性嘔吐症	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 アセトン血性嘔吐症
16719	皮膚サルコイドーシス	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 皮膚サルコイドーシス
16720	心カテーテル検査	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 心カテーテル検査
16721	骨格損傷	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 骨格損傷
16722	男性性腺機能低下	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 男性性腺機能低下
16723	血管壁肥厚	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 血管壁肥厚
16724	腸管移植拒絶反応	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 腸管移植拒絶反応
16725	頚動脈雑音	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 頚動脈雑音
16726	血管収縮	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 血管収縮
16727	乳様突起炎	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 乳様突起炎
16728	殿部損傷	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 殿部損傷
16729	感染性瘻孔	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 感染性瘻孔
16730	前立腺萎縮	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 前立腺萎縮
16731	精索狭窄	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 精索狭窄
16732	多形性腺腫	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 多形性腺腫
16733	顔面損傷	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 顔面損傷
16734	ヘモフィルス性菌血症	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 ヘモフィルス性菌血症
16735	単純ヘルペス肝炎	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 単純ヘルペス肝炎
16736	子宮頚管短縮	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 子宮頚管短縮
16737	急性ＨＩＶ感染	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 急性ＨＩＶ感染
16738	嵌頓ヘルニア	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 嵌頓ヘルニア
16739	食欲障害	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 食欲障害
16740	血性乳頭滲出液	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 血性乳頭滲出液
16741	乳管拡張症	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 乳管拡張症
16742	乳房過形成	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 乳房過形成
16743	新生児くも膜下出血	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 新生児くも膜下出血
16744	胎児アシドーシス	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 胎児アシドーシス
16745	新生児多臓器不全	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 新生児多臓器不全
16746	新生児心停止	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 新生児心停止
16747	臍帯圧迫	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 臍帯圧迫
16748	臍帯脱出	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 臍帯脱出
16749	ワクチン接種部位炎症	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 ワクチン接種部位炎症
16750	肺手術	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 肺手術
16751	後天性フォンウィルブランド病	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 後天性フォンウィルブランド病
16752	直腸癌第１期	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 直腸癌第１期
16753	肝の良性新生物	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 肝の良性新生物
16754	虹彩出血	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 虹彩出血
16755	毛様体出血	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 毛様体出血
16756	脳圧排効果	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 脳圧排効果
16757	移植心の合併症	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 移植心の合併症
16758	中耳癒着症	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 中耳癒着症
16759	精神的機能代償不全	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 精神的機能代償不全
16760	軟骨肉腫	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 軟骨肉腫
16761	歯状態不良	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 歯状態不良
16762	サイトメガロウイルス性心筋炎	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 サイトメガロウイルス性心筋炎
16763	中心性チアノーゼ	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 中心性チアノーゼ
16764	ステント留置	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 ステント留置
16765	網膜血管新生	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 網膜血管新生
16766	血管原性脳浮腫	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 血管原性脳浮腫
16767	コリネバクテリウム性敗血症	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 コリネバクテリウム性敗血症
16768	骨減少症	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 骨減少症
16769	先天性副甲状腺機能低下症	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 先天性副甲状腺機能低下症
16770	陰茎皮膚剥脱	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 陰茎皮膚剥脱
16771	光線性口唇炎	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 光線性口唇炎
16772	乳製品不耐症	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 乳製品不耐症
16773	ジアルジア症	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 ジアルジア症
16774	前立腺癌第１期	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 前立腺癌第１期
16775	副甲状腺摘出	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 副甲状腺摘出
16776	血友病性関節症	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 血友病性関節症
16777	遅発性性腺機能低下症候群	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 遅発性性腺機能低下症候群
16778	消化管粘膜下腫瘍	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 消化管粘膜下腫瘍
16779	胃の良性新生物	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 胃の良性新生物
16780	頚動脈血管造影異常	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 頚動脈血管造影異常
16781	小児喘息	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 小児喘息
16782	軟部組織障害	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 軟部組織障害
16783	リンパ管平滑筋腫症	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 リンパ管平滑筋腫症
16784	卵巣転移	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 卵巣転移
16785	足部手術	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 足部手術
16786	姿勢時振戦	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 姿勢時振戦
16787	尿中カリウム増加	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 尿中カリウム増加
16788	尿中ナトリウム減少	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 尿中ナトリウム減少
16789	海馬硬化症	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 海馬硬化症
16790	詳細不明の心臓新生物	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 詳細不明の心臓新生物
16791	グリコアルブミン増加	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 グリコアルブミン増加
16792	結節性不整脈	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 結節性不整脈
16793	臨死体験	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 臨死体験
16794	腎動脈の動脈硬化症	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 腎動脈の動脈硬化症
16795	末端部黒子様黒色腫	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 末端部黒子様黒色腫
16796	ハインツ小体貧血	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 ハインツ小体貧血
16797	嚢炎	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 嚢炎
16798	壊死性筋炎	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 壊死性筋炎
16799	注射部位分泌物	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 注射部位分泌物
16800	化学療法剤濃度増加	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 化学療法剤濃度増加
16801	中心性肥満	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 中心性肥満
16802	口腔咽頭淋菌感染	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 口腔咽頭淋菌感染
16803	筋新生物	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 筋新生物
16804	肝細胞癌・胆管細胞癌の混合型	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 肝細胞癌・胆管細胞癌の混合型
16805	開頭	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 開頭
16806	閉経後骨粗鬆症	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 閉経後骨粗鬆症
16807	バーキット白血病	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 バーキット白血病
16808	真菌性喉頭炎	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 真菌性喉頭炎
16809	心臓弁石灰化	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 心臓弁石灰化
16810	混合細胞型ホジキン病、病期不明	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 混合細胞型ホジキン病、病期不明
16811	過剰歯	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 過剰歯
16812	口腔線維腫	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 口腔線維腫
16813	男性生殖器萎縮	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 男性生殖器萎縮
16814	結腸壊疽	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 結腸壊疽
16815	閉所恐怖症	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 閉所恐怖症
16816	慢性中耳炎	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 慢性中耳炎
16817	歯肉びらん	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 歯肉びらん
16818	再潅流障害	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 再潅流障害
16819	陰茎癌	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 陰茎癌
16820	脳室穿破	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 脳室穿破
16821	陰嚢感染	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 陰嚢感染
16822	妊娠３７週未満の前期破水	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 妊娠３７週未満の前期破水
16823	頭蓋冠低形成	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 頭蓋冠低形成
16824	排卵痛	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 排卵痛
16825	術後腓骨神経麻痺	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 術後腓骨神経麻痺
16826	肺トリコスポロン症	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 肺トリコスポロン症
16827	遠隔転移を伴う膀胱癌	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 遠隔転移を伴う膀胱癌
16828	線状出血	reac	nan	nan	nan	nan	nan	nan	nan	nan	【reac】 線状出血
